"node"	"mean_edge_length"
13	1.84615384615385
17	2.70588235294118
26	2.34615384615385
13	2.07692307692308
6	1.16666666666667
7	1.42857142857143
10	2.3
6	2.5
10	1.6
10	2
9	1.77777777777778
6	1.5
8	1.5
9	1.77777777777778
6	1.16666666666667
7	1.28571428571429
6	1.33333333333333
9	1.66666666666667
19	2.10526315789474
18	3.27777777777778
7	1.42857142857143
12	2.58333333333333
6	1.5
5	1.2
9	1.55555555555556
9	2
5	1.4
23	2.17391304347826
14	2
17	2.64705882352941
20	2.35
7	2.14285714285714
18	2.33333333333333
22	2.95454545454545
14	1.71428571428571
7	1.28571428571429
5	1
4	1.25
4	1
33	2.96969696969697
7	1.71428571428571
16	2.3125
6	1.33333333333333
5	1.4
3	0.666666666666667
6	1.33333333333333
7	1.85714285714286
5	1
21	2.66666666666667
11	1.90909090909091
13	2.07692307692308
8	1.625
10	2.9
12	1.75
9	1.77777777777778
14	2.57142857142857
7	1.28571428571429
13	2.53846153846154
16	3.875
8	1.5
23	2.56521739130435
20	2.45
8	1.875
23	3.82608695652174
5	2
9	1.88888888888889
3	0.666666666666667
9	1.66666666666667
6	1.5
8	1.5
17	2.05882352941176
10	2.2
10	1.8
21	4.71428571428571
7	1.85714285714286
8	2.125
8	1.75
8	2.125
11	2.45454545454545
15	1.73333333333333
18	2.27777777777778
6	2.5
3	1
11	2.27272727272727
7	1.57142857142857
21	2.71428571428571
10	1.8
6	1.33333333333333
3	1
5	1.2
7	1.71428571428571
9	2
9	1.33333333333333
6	1.83333333333333
10	1.3
7	1.71428571428571
26	3.07692307692308
18	2.22222222222222
7	2.14285714285714
8	2.375
14	2
5	1.4
11	2.09090909090909
6	1.83333333333333
28	2.71428571428571
8	1.75
6	1.5
18	2.61111111111111
9	2
10	1.6
13	2.76923076923077
8	1.75
10	2.3
32	3.09375
12	2.08333333333333
5	1
9	2.11111111111111
12	1.91666666666667
17	3.82352941176471
4	1
7	1.85714285714286
6	1.5
6	1
7	1.57142857142857
9	3.22222222222222
19	2.94736842105263
10	1.6
6	1.5
8	1.875
16	2.125
