"node"	"mean_edge_length"
34	2.58823529411765
9	1.66666666666667
7	1.14285714285714
14	2.85714285714286
6	1
32	2.34375
8	1.75
39	2.74358974358974
23	2
30	2
6	1.33333333333333
10	2.1
5	1.2
27	2.85185185185185
18	2.38888888888889
17	2.29411764705882
29	2.51724137931034
8	1.5
10	1.6
3	0.666666666666667
9	1.88888888888889
4	1
16	1.875
11	1.72727272727273
36	2.5
7	1.42857142857143
22	1.81818181818182
8	1.75
23	1.8695652173913
26	2.15384615384615
4	1
5	1.6
13	1.92307692307692
9	2.44444444444444
22	2.13636363636364
14	1.85714285714286
9	1.33333333333333
5	1.6
11	1.90909090909091
5	1.6
12	1.91666666666667
35	2.34285714285714
46	3.80434782608696
12	2.08333333333333
9	1.55555555555556
36	2.44444444444444
20	1.75
23	2.47826086956522
20	1.8
9	2
23	2
11	1.81818181818182
12	1.75
7	1.42857142857143
5	1.6
22	2.09090909090909
15	2.06666666666667
12	2
3	1
16	1.875
12	1.66666666666667
22	1.81818181818182
14	2
5	1.2
18	2.16666666666667
9	1.33333333333333
12	2
15	1.8
7	1.71428571428571
6	1.16666666666667
40	2.325
19	1.89473684210526
9	2.22222222222222
26	2.80769230769231
9	2.66666666666667
13	1.38461538461538
8	1.5
18	2.05555555555556
17	3.17647058823529
22	2.31818181818182
31	3.35483870967742
34	3.47058823529412
9	1.66666666666667
9	1.33333333333333
22	2.90909090909091
12	1.75
25	2.84
4	1.5
25	2.72
18	2.66666666666667
4	1.5
10	1.4
8	1.375
12	2.41666666666667
13	2.38461538461538
5	1.6
8	1.375
28	3.35714285714286
11	1.81818181818182
8	2.25
6	1.33333333333333
6	1.83333333333333
16	1.8125
5	1.2
9	1.55555555555556
12	1.83333333333333
27	2.18518518518519
6	1.83333333333333
16	1.8125
16	2.6875
7	1.42857142857143
11	1.81818181818182
10	1.6
15	2.33333333333333
11	2
19	2.36842105263158
19	2.84210526315789
8	2
19	2.57894736842105
16	1.875
19	2.42105263157895
13	2.15384615384615
9	2.33333333333333
56	3.83928571428571
39	2.84615384615385
4	1
16	1.6875
13	1.53846153846154
4	1.5
15	1.53333333333333
13	1.84615384615385
13	1.76923076923077
29	2.72413793103448
8	1.75
11	2.63636363636364
8	1.75
6	1.5
17	1.70588235294118
12	1.66666666666667
9	2.33333333333333
11	2.45454545454545
5	1
15	2.06666666666667
8	2.5
15	2.06666666666667
9	1.66666666666667
17	2.23529411764706
12	1.58333333333333
17	2.23529411764706
13	2
7	1.42857142857143
6	1.5
14	1.71428571428571
4	1.25
7	1.42857142857143
40	3.125
26	2.23076923076923
17	2.11764705882353
12	1.5
40	3.775
34	2.55882352941176
10	2.5
8	1.75
14	1.5
18	1.83333333333333
56	3.53571428571429
12	1.66666666666667
5	1
15	1.66666666666667
4	0.75
5	1
24	2.125
33	1.78787878787879
21	2.42857142857143
17	2.11764705882353
12	2.66666666666667
9	1.33333333333333
4	1.25
29	2.17241379310345
19	2.15789473684211
29	2.51724137931034
16	2.6875
87	4.52873563218391
11	1.90909090909091
17	2.23529411764706
46	2.43478260869565
17	2
4	1
61	5.13114754098361
17	1.82352941176471
9	1.44444444444444
5	1.4
4	1.25
12	1.66666666666667
28	1.92857142857143
23	1.91304347826087
13	1.53846153846154
18	1.88888888888889
8	1.875
10	2
13	2.15384615384615
25	2.6
23	1.69565217391304
31	2.58064516129032
20	2.3
44	2.61363636363636
26	1.88461538461538
27	2.59259259259259
9	2.66666666666667
9	1.66666666666667
46	2.60869565217391
11	1.90909090909091
27	2.33333333333333
15	1.8
18	2.11111111111111
12	2
10	1.2
21	2.19047619047619
21	2.14285714285714
26	2.34615384615385
12	2
15	1.66666666666667
20	1.75
13	1.76923076923077
18	2
19	2.47368421052632
20	2.15
8	1.5
17	1.88235294117647
9	1.22222222222222
9	2.55555555555556
8	1.75
21	1.9047619047619
47	3.61702127659574
26	2.38461538461538
24	2.5
8	1.75
